dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are two trucks in the parking lot. How many trucks are there after one trucks leave 
Answer: There are two trucks in the parking lot.
",There are two trucks in the parking lot.,TRUE,2,"Question: At first there are two trucks in the parking lot. How many trucks are there after one trucks leave 
Answer:",-,2,1,trucks,leave,1,one,textual,160
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are four trucks in the parking lot. How many trucks are there after one trucks go away 
Answer: There are two trucks in the parking lot.
",There are two trucks in the parking lot.,FALSE,2,"Question: At first there are four trucks in the parking lot. How many trucks are there after one trucks go away 
Answer:",-,4,1,trucks,go away,3,three,textual,161
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are four cars in the parking lot. How many cars are there after two cars drive away 
Answer: There are two cars left in the parking lot.
",There are two cars left in the parking lot.,TRUE,2,"Question: At first there are four cars in the parking lot. How many cars are there after two cars drive away 
Answer:",-,4,2,cars,drive away,2,two,textual,162
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after four vehicles drive away 
Answer: There are only nine vehicles in the parking lot.
",There are only nine vehicles in the parking lot.,FALSE,2,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after four vehicles drive away 
Answer:",-,10,4,vehicles,drive away,6,six,textual,163
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are six cars in the parking lot. How many cars are there after two cars go away 
Answer: There are now only five cars in the parking lot.
",There are now only five cars in the parking lot.,FALSE,2,"Question: At first there are six cars in the parking lot. How many cars are there after two cars go away 
Answer:",-,6,2,cars,go away,4,four,textual,164
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are three cars in the parking lot. How many cars are there after two cars leave 
Answer: There are two cars left.
",There are two cars left.,FALSE,2,"Question: At first there are three cars in the parking lot. How many cars are there after two cars leave 
Answer:",-,3,2,cars,leave,1,one,textual,165
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are five motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer: There are four motorcycles in the parking lot.
",There are four motorcycles in the parking lot.,FALSE,2,"Question: At first there are five motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer:",-,5,5,motorcycles,go away,0,zero,textual,166
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are seven cars in the parking lot. How many cars are there after six cars leave 
Answer: There are seven cars in the parking lot.
",There are seven cars in the parking lot.,FALSE,2,"Question: At first there are seven cars in the parking lot. How many cars are there after six cars leave 
Answer:",-,7,6,cars,leave,1,one,textual,167
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after four vehicles leave 
Answer: There are ten vehicles in the parking lot.
",There are ten vehicles in the parking lot.,FALSE,2,"Question: At first there are ten vehicles in the parking lot. How many vehicles are there after four vehicles leave 
Answer:",-,10,4,vehicles,leave,6,six,textual,168
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are ten cars in the parking lot. How many cars are there after two cars go away 
Answer: There are now nine cars in the parking lot.
",There are now nine cars in the parking lot.,FALSE,2,"Question: At first there are ten cars in the parking lot. How many cars are there after two cars go away 
Answer:",-,10,2,cars,go away,8,eight,textual,169
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after five vehicles drive away 
Answer: There are only five vehicles in the parking lot.
",There are only five vehicles in the parking lot.,FALSE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after five vehicles drive away 
Answer:",-,6,5,vehicles,drive away,1,one,textual,170
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are two motorcycles in the parking lot. How many motorcycles are there after two motorcycles leave 
Answer: There are two motorcycles in the parking lot.
",There are two motorcycles in the parking lot.,FALSE,2,"Question: At first there are two motorcycles in the parking lot. How many motorcycles are there after two motorcycles leave 
Answer:",-,2,2,motorcycles,leave,0,zero,textual,171
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after two vehicles drive away 
Answer: There are only five vehicles in the parking lot.
",There are only five vehicles in the parking lot.,FALSE,2,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after two vehicles drive away 
Answer:",-,8,2,vehicles,drive away,6,six,textual,172
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are eight trucks in the parking lot. How many trucks are there after three trucks drive away 
Answer: There are now only five trucks in the parking lot.
",There are now only five trucks in the parking lot.,TRUE,2,"Question: At first there are eight trucks in the parking lot. How many trucks are there after three trucks drive away 
Answer:",-,8,3,trucks,drive away,5,five,textual,173
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are nine motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer: There are only six motorcycles left.
",There are only six motorcycles left.,FALSE,2,"Question: At first there are nine motorcycles in the parking lot. How many motorcycles are there after five motorcycles go away 
Answer:",-,9,5,motorcycles,go away,4,four,textual,174
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after seven vehicles go away 
Answer: There are only seven vehicles in the parking lot.
",There are only seven vehicles in the parking lot.,FALSE,2,"Question: At first there are eight vehicles in the parking lot. How many vehicles are there after seven vehicles go away 
Answer:",-,8,7,vehicles,go away,1,one,textual,175
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer: There are four vehicles in the parking lot.
",There are four vehicles in the parking lot.,TRUE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer:",-,6,2,vehicles,leave,4,four,textual,176
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are eight motorcycles in the parking lot. How many motorcycles are there after four motorcycles drive away 
Answer: There are four motorcycles in the parking lot.
",There are four motorcycles in the parking lot.,TRUE,2,"Question: At first there are eight motorcycles in the parking lot. How many motorcycles are there after four motorcycles drive away 
Answer:",-,8,4,motorcycles,drive away,4,four,textual,177
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after one vehicles drive away 
Answer: There are now only five vehicles in the parking lot.
",There are now only five vehicles in the parking lot.,TRUE,2,"Question: At first there are six vehicles in the parking lot. How many vehicles are there after one vehicles drive away 
Answer:",-,6,1,vehicles,drive away,5,five,textual,178
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,101000,42,"Question: At first there are three vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer: There are two vehicles left.
",There are two vehicles left.,FALSE,2,"Question: At first there are three vehicles in the parking lot. How many vehicles are there after two vehicles leave 
Answer:",-,3,2,vehicles,leave,1,one,textual,179
